talk_id,speaker_occupation
1508,philanthropist
1509,philosopher
1509,ethicist
1510,multimedia artist
1511,entrepreneur
1512,designer
1513,violinist
1514,design curator
1515,anti-sexism educator
1516,evolutionary geneticist
1517,passionate reader
1518,writer
1519,energy software maker
1520,undercover journalist
1521,dolphin researcher
1522,graphic artist
1522,director
1523,management theorist
1524,autonomous systems pioneer
1525,former prime minister of greece
1526,sci-fi author
1527,women’s rights activist
1528,risk economist
1529,tech entrepreneur
1530,north korean refugee
1531,architect
1532,photographer
1533,writer
1533,psychologist
1534,surgeon
1535,cartoon editor
1536,paleontologist
1537,roboticist
1538,investor
1538,political scientist
1539,health
1539,technology activist
1540,interface designer
1540,engineer
1541,bluegrass musicians
1542,anti-corruption activist
1543,architect
1544,cognitive psychologist
1545,cancer detector inventor
1546,sexuality educator
1547,natural sounds expert
1548,cloudspotter
1549,global author
1550,science fair winners
1551,beatboxer
1552,philosopher
1553,shepherd of electrons
1554,parents
1555,advertising expert
1556,surprisologist
1557,aircraft engineer
1558,life saver
1559,director
1559,designer
1560,electronic systems expert
1561,beatboxer
1561,inventor
1562,philosopher
1563,multi-sense designer
1564,graphic designer
1565,research psychologist
1566,musician
1567,management thinker
1568,architect
1569,circadian neuroscientist
1570,neuroscientist
1571,founder of the beirut marathon
1572,science communicator
1573,health psychologist
1574,plutocracy chronicler
1575,visual artist
1576,rewilding campaigner
1577,designer
1577,storyteller
1578,labor lawyer
1578,activist
1579,science writer
1580,gentleman thief
1581,cybersecurity specialist
1582,bees scholar
1583,ecologist
1584,bioprinting entrepreneur
1585,political theorist
1586,false memories scholar
1587,neuroscientist
1588,philosopher
1589,moral philosopher
1590,comedian
1590,activist
1591,writer
1592,anthropologist
1593,founder
1593,ceo
1593,future today institute
1594,photographer
1595,editor
1596,business strategist
1597,political philosopher
1598,city transportation expert
1599,political scientist
1600,epidemiologist
1601,editor
1602,urban planner
1603,journalist
1604,urban documentarian
1605,privacy economist
1606,artist
1607,corporate innovator
1608,emerging-markets economist
1609,literary critic
1610,theoretical physicist
1611,architect
1611,urbanist
1612,innovation economist
1613,biologist
1614,novelist
1615,explorer
1615,filmmaker
1616,bow designer
1617,business professor
1618,trash anthropologist
1619,spinal cord researcher
1620,cybersecurity expert
1621,mathemagician
1622,global economist 
1623,architect
1624,human rights advocate
1625,value-based health care advocate
1626,game designer
1627,drones ecologist
1628,airborne ecologist
1629,robotics activist
1630,airborne logistics activist
1631,educational psychology professor
1632,civilization scholar
1633,neuroscientist
1634,monk
1635,social investment visionary
1636,bio researcher
1637,political pundit
1638,maker
1639,colombian politician
1639,urban activist
1640,environmental
1640,literacy activist
1641,community-minded architect
1642,cave explorer
1643,philosopher
1644,curious journalist
1645,place maker
1646,economist
1647,writer
1648,engineer
1649,social psychologist
1650,journalist
1650,swimmer
1651,mayor
1652,comedian
1652,writer
1653,poet
1653,language advocate
1654,financial management expert
1655,neuroscientist
1655,science writer
1656,digital humanities researcher
1657,
1658,"coo, unilever"
1659,biomedical engineer
1660,"coo, facebook"
1661,curator
1662,roboticist
1663,arab sexuality expert
1664,women's-health expert
1665,consultant
1666,musician
1666,graphic designer
1667,education innovator
1668,criminal justice reformer
1669,teen activist
1670,animal scientist
1671,entrepreneur
1671,animator
1671,philanthropist ...
1672,violence
1672,abuse prevention expert
1673,satellite designer
1674,architect
1674,urbanist
1675,scientist
1675,entrepreneur
1675,inventor
1676,artist
1677,producer
1678,sustainability strategist
1679,sustainable investment champion
1680,speech scientist
1681,philosopher
1682,biomaterials researcher
1683,leadership expert
1684,psychologist
1685,equality advocate
1686,regenerative neurologist
1687,hacker
1687,community manager
1688,financial expert
1689,student scientist
1690,rating agency reformer
1691,screen engineer
1692,consultant
1693,privacy researcher
1693,activist
1694,video sculptor
1695,physicist
1695,inventor
1696,visual grammar engine inventor
1697,public policy thinker
1698,technology writer
1699,wild sex biologist
1700,philosopher
1700,writer
1701,neuroscientist
1702,whistleblower
1703,astronaut
1704,anti-corruption activist
1705,"deputy director, nsa"
1706,ceo of google
1707,education activist
1708,technology designer
1709,science writer
1710,security maven
1711,bionics designer
1712,model
1712,activist
1713,amateur musicians
1714,theoretical physicist
1715,philanthropist
1716,computer scientist
1717,legal activist
1718,urban planner
1719,education pioneer
1720,filmmaker
1721,biomechatronics engineer
1722,former u.s. representative
1722,nasa astronaut
1722,survivors
1723,op-ed columnist 
1724,writer
1725,endocrinologist
1726,planet finder
1727,type designer
1728,writer
1729,plasma physicist
1730,inventor
1730,ocean swimmer
1731,interaction designer
1732,writer
1733,geneticist
1734,sports science reporter
1735,eye surgeon
1735,inventor
1736,climate scientist
1737,polymorphic playwright
1738,investment expert
1739,techno-illusionist
1740,military leader
1741,cartoonist
1742,music producer
1742,dj
1743,academic
1744,ecologist
1745,golden gate guardian
1746,zoologist
1747,performance poet
1747,multimedia artist
1748,leadership expert
1749,ocean advocate
1750,writer
1751,punter
1751,author
1752,author
1752,advocate
1753,journalist
1753,documentarian
1754,writer
1755,vagabond photojournalist
1755,conceptual artist
1756,open-science advocate
1757,composer
1757,singer
1757,author
1757,actor
1757,activist
1758,inventor
1758,futurist
1759,psychologist
1759,happiness expert
1760,poetry critic
1761,biologist
1762,documentary filmmaker
1763,comedian
1763,journalist
1763,activist
1764,cybersecurity expert
1765,investigative journalist
1766,systems biologist
1767,author
1768,philosopher
1769,language historian
1770,philosopher
1771,poet
1771,educator
1772,poet
1773,author
1774,security researcher
1775,historian of science
1776,music technologist
1777,sound consultant
1778,cybersecurity researcher
1779,firefly specialist
1780,policy advisor
1781,psychologist
1782,actor
1782,activist
1783,relentless mind
1784,tech visionary
1785,theorist
1786,professor of international law
1787,cruciverbalist
1788,philosopher
1789,mechanical engineer
1790,artist
1791,artist
1792,humorist
1792,web artist
1793,education entrepreneur
1794,user experience master
1795,historian
1796,molecular animator
1797,musician
1798,statistician
1799,venture capitalist
1799,author
1800,prison administrator
1800,reformer
1801,civics educator
1802,poet
1802,educator
1803,inventor
1804,architect
1804,ecotourism specialist
1805,author
1805,illustrator
1806,science historian
1806,writer
1807,photographer
1807,storyteller
1808,astrophysicist
1809,microinsurer
1810,citizen journalist
1811,political pundit
1812,comedian
1812,designer
1813,writer
1813,philosopher
1814,novelist
1815,eco-entrepreneur
1816,author
1816,historian
1817,peace activist
1818,strategist
1819,global health expert
1819,data visionary
1820,photographer
1820,visual artist
1821,physician
1822,astronomer
1823,children's book author
1824,3d printer
1825,scientist
1826,climate economist
1827,data editor of the economist
1828,photojournalist
1829,emergency medical technician
1830,architect
1831,environmental engineer
1831,sanitation activist
1832,leadership expert
1833,cuban health care expert
1834,brain researcher
1835,pianist
1836,economist
1837,self-esteem advocate
1838,democracy activist
1839,remittances expert
1840,journalist
1841,neuroscientist
1842,public-health expert
1843,cancer technologist
1844,voice for refugees
1845,vagabond photojournalist
1845,conceptual artist
1846,data analyst
1847,educational entrepreneur
1848,veteran aid worker
1849,ocean explorer
1849,environmentalist
1850,science humorist
1851,international litigator
1852,aerial robotics researcher
1853,nature photographer
1854,chaplain
1854,author
1855,activist
1856,political mobilization activist
1857,president of mauritius
1858,writer
1859,urban architect
1860,favela painters
1861,drug-resistance economist
1862,social progress expert
1863,drug policy reformer
1864,emergency physician
1864,public health advocate
1865,music icon
1866,information security manager
1867,space scientist
1868,mother
1868,als advocate
1869,medical inventor
1870,storytelling activist
1871,amazonian ethnobotanist
1872,psychologist
1873,global author
1874,human-rights activist
1875,arctic explorer
1876,human resources expert
1877,cardiologist
1878,choreographer
1879,anti-guerrilla creative
1880,documentary photographer
1881,slow television advocate
1882,attorney
1882,privacy advocate
1883,technologist
1884,diversity advocate
1885,data scientist
1886,psychologist
1887,livestreaming activist
1888,graffiti artist
1888,activist
1889,dictionary editor
1890,"research scientist, google"
1891,protector of whales
1892,map researcher
1893,entrepreneur
1893,educator
1894,forensic anthropologist
1895,forester
1895,sustainability activist
1896,innovation strategist
1897,polar explorer
1898,megacities expert
1899,poet
1899,educator
1900,monk
1900,author
1900,photographer
1901,microroboticist
1902,social entrepreneur
1903,human resources professional
1904,neuroscientist
1905,peace
1905,conflict researcher
1906,cross-cultural consultant
1907,creative spirit
1908,techno-sociologist
1909,epidemiologist
1910,psychologist
1911,designer
1912,
1913,biologist
1914,organizational changemaker
1915,smart product inventor
1916,complexity theorist
1917,psychologist
1917,author
1918,pediatrician
1919,photographer
1920,space researcher
1920,biologist
1920,artist
1921,consultant
1922,microbial ecologist
1923,women’s rights activist
1923,entrepreneur
1924,medical researcher
1925,data scientist
1926,magician
1927,investor
1927,data scientist
1927,entrepreneur
1928,conservation technologist
1929,poet
1930,secure email developer
1931,policy reformer
1932,entrepreneur
1933,architect
1934,prison reform advocate
1935,toy designer
1936,management professor
1937,humanitarian
1938,psychologist
1939,neuroscientist
1940,chemist
1940,inventor
1941,social activist
1942,computer scientist
1943,writer
1944,story collector
1945,artist
1945,potter
1945,community builder
1946,entrepreneur
1946,philanthropist
1947,architect
1948,perceptual navigation specialist
1949,international relations expert 
1950,
1951,philanthropist
1952,entrepreneur
1953,math educator
1954,behavioral economist
1955,space explorer
1956,photojournalist
1957,children’s rights activist
1958,architect
1959,investor
1960,planetary explorer
1961,human rights attorney
1962,astrophysicist
1963,immersive storyteller
1964,poet
1964,educator
1965,paleontologist
1966,philosopher
1967,neuroscientist
1968,neuroscientist
1968,stand-up comic
1969,urban sociologist
1970,plant geneticist
1971,computer scientist
1972,director
1972,choreographer
1972,dancer
1973,synthetic biologist
1974,singer-songwriter
1975,photographer
1976,sustainable designer
1977,digital storyteller
1978,inmates
1979,transhumanist
1980,physical therapy entrepreneur
1981,animal rights lawyer
1982,relationship therapist
1983,surf photographer
1984,pastor
1985,mechanical engineer
1985,social advocate
1986,exoplanet expert
1987,last tribes photographer
1988,idea guy
1989,cognitive scientist
1990,product creator
1991,journalist
1992,high school principal
1993,writer
1994,polymorphic playwright
1995,cognitive scientist
1996,poet
1997,computer scientist
1998,management thinker
1999,writer
1999,editor
2000,photographer
2001,jazz pianist
2002,writer
2003,graphic designer
2004,public health journalist
2005,roboticist
2006,circular economy advocate
2007,peace activist
2008,radio researcher
2009,reporter
2010,researcher
2011,activist
2012,journalist
2013,equality advocate
2014,global journalist
2015,listener
2016,photo editor
2017,open-source engineer
2017,artist
2018,evolutionary biologist
2019,writer
2019,filmmaker
2020,peace expert
2021,writer
2022,artist
2023,historian
2024,international policy analyst
2025,social observer
2026,new media artist
2027,laser scientist
2028,advocate
2029,data visualization researcher
2030,brain scientist
2031,privacy researcher
2031,activist
2032,sculptor 
2033,quantum physicist
2034,vaccine visionary
2035,disaster roboticist
2036,consultant
2037,astronomer
2038,political scientist
2039,social media analyst
2040,philanthropist
2040,mathematician
2041,stratospheric explorer
2042,psychologist
2043,palliative care physician
2044,tennis legend
2044,activist
2045,foreign policy strategist
2046,family activist
2047,sociologist
2048,writer
2049,writer
2049,traveler
2050,education activist
2051,anthropologist
2052,global leader
2053,poet
2053,activist
2054,research scientist
2055,author
2056,photographer
2057,author
2057,designer
2058,writer
2058,coach
2058,artist ...
2059,climate scholar
2060,cancer physician
2060,writer
2061,architect
2061,designer
2062,neural stem cell researcher
2063,singer-songwriter
2064,social progress expert
2065,roboticist
2066,women's health pioneer
2067,journalist
2068,singer-songwriter
2069,investigative journalist
2070,biologist
2071,designer
2072,speleologist
2073,innovator
2073,social entrepreneur
2074,inventor
2074,environmentalist
2074,educator
2075,sound artist
2075,composer
2076,artist
2077,neuroscientist
2078,activist
2079,voice for refugees
2080,wildlife conservationist
2081,communications technology innovator
2082,guitarist
2083,documentary filmmakers
2084,author
2084,journalist
2085,activist
2085,anthropologist
2085,consultant
2086,journalist
2086,psychologist
2087,sneaker data expert
2088,virtual reality pioneer
2089,president of the republic of kiribati
2090,ecologist
2090,writer
2091,paleoanthropologist
2091,rock art researcher
2092,writer
2092,blogger
2092,author
2093,"human resources manager, ups"
2094,performance artist
2095,coral reef biologist
2096,strategy consultant
2096,social entrepreneur
2096,author
2097,visionary inventor
2098,world champion freediver
2099,astrophysicist
2100,fashion designer
2101,inventor
2102,beatboxers
2103,author
2104,stellar astronomer
2105,architect
2106,actor
2106,activist
2107,designate secretary-general of the united nations
2108,security researcher 
2109,sculptor
2110,psychiatrist
2110,psychoanalyst
2110,zen priest
2111,particle physicist
2112,data scientist
2113,astronomer
2113,astrobiologist
2113,actor
2113,writer
2114,civil
2114,environmental engineer
2115,comedian
2115,writer
2116,economist
2116,journalist
2116,broadcaster
2117,"chief of the community partnership division, baltimore police department"
2118,internet activist
2118,computer engineer
2119,architect
2120,cave diver
2121,professor of molecular
2121,cell biology
2122,writer
2122,poet
2123,green entrepreneur
2124,art historian
2125,economist
2125,professor
2126,marine biologist
2126,explorer-photographer
2127,policy expert
2128,roboticist
2129,activists
2130,programmer
2130,storyteller
2130,illustrator
2131,geoscientist
2132,mindful addiction doctor
2133,computational geneticist
2134,special olympics international sargent shriver global messenger
2135,global economist 
2136,human-computer interaction researcher
2136,designer
2137,textual scientist
2138,entrepreneur
2138,conservationist
2139,professor
2139,author
2139,social justice advocate
2140,functional neurosurgeon
2141,writer
2141,radio host
2142,writer
2142,producer
2143,theoretical physicist
2144,autonomous systems pioneer
2145,climate advocate
2146,muslim studies scholar
2147,sustainable investment expert
2148,new york city health commissioner
2149,writer
2149,performer
2150,conservation photographer
2151,textile artist
2152,big data techno-­optimist
2152,internist
2153,social scientist
2154,entrepreneur
2155,education activist
2156,principal investigator
2156,director of the open agriculture initiative
2157,ocean scientist
2158,product designer
2159,prime minister of bhutan
2160,american
2161,designer
2161,co-founder of airbnb
2162,blogger
2163,founder
2163,ceo
2163,callisto
2164,social scientist
2164,author
2165,founder
2165,ceo
2165,meta
2166,juvenile justice reformer
2167,ceo
2167,co-founder
2167,irelaunch
2168,radio researcher
2169,writer
2170,inventor
2171,artist
2171,photographer
2172,gun-control activist
2173,synthetic biologist 
2174,strategist
2175,organizational psychologist
2176,disrupter
2177,global strategist
2178,"director of photography, pixar"
2179,astronomer
2180,"campaign leader, global witness"
2181,software engineer
2182,humanitarian
2183,technology forecaster 
2184,medical researcher
2184,educator
2185,entrepreneur
2185,inventor
2185,author
2186,copy editor
2187,climate advocate
2188,ted curator
2189,journalist
2190,futurist
2191,social entrepreneur
2191,co-founder of menstrupedia
2192,paleontologist
2193,mobile finance entrepreneur
2194,artist
2194,composer
2194,engineer
2195,fixer
2196,financial expert
2197,scientist
2197,entrepreneur
2198,researchers' dream donator
2199,design critic
2200,author
2200,speaker
2200,reformer
2201,author
2201,playwright
2202,entrepreneur
2203,science journalist
2204,neuroscientist
2205,conceptual artist
2206,physician
2206,bioengineer
2206,entrepreneur
2207,developmental researcher
2208,biomedical entrepreneur
2209,journalist
2209,documentarian
2210,sex worker
2210,activist
2211,writer
2211,activist
2211,legal analyst﻿
2212,author
2213,neuroscientist
2214,artist
2215,physician
2215,men’s health advocate
2216,actor
2216,marine corps veteran
2217,"ceo, gates foundation"
2218,doctor
2218,writer
2218,humanitarian
2219,producer
2219,activist
2220,narrative photographer
2221,mathematician
2222,technologist
2223,technologist
2223,entrepreneur
2224,educator
2225,comedian
2225,filmmaker
2226,anti-hunger activist
2227,peacemaker
2228,biohacker
2229,immersive storyteller
2230,design thinker
2231,survivor
2231,activist
2232,geneticist
2232,indigenous rights activist
2233,education innovator
2234,personality researcher
2235,designer
2235,venturer
2236,sonic astrophysicist
2237,software architect
2238,writer
2239,ichthyologist
2240,singer
2240,musician
2240,composer
2241,architect
2242,social scientist
2243,artist
2243,graphic designer
2243,filmmaker
2244,lawyer
2244,artist
2244,human rights advocate
2245,women's advocate
2246,author
2246,futurist
2246,innovator
2247,environmental writer
2248,eco-entrepreneur
2249,maker
2249,critical thinker
2250,sustainability crusader
2251,artist
2252,investigative journalist
2253,neuroengineer
2254,forest ecologist
2255,machine learning expert
2256,strategist
2257,designer
2258,economist
2259,planetary scientist
2260,climate advocate
2261, space physicist
2262,satellite archaeologist
2262,ted prize winner
2263,writer
2264,lawyer
2264,coach
2265,industrial systems thinker
2266,palliative care physician
2267,photographer
2268,digital strategist
2269,anatomical artist
2270,filmmaker
2271,media studies scholar
2272,stranger enthusiast
2273,global affairs thinker
2274,comedian
2274,writer
2275,educator
2275,social entrepreneur
2276,journalist
2277,bioengineer
2278,pediatric cardiologist
2279,currency futurist
2280,academic
2280,author
2281,climate policy expert
2282,designer
2283,psychologist
2284,civics educator
2285,management researcher
2286,educator
2287,biotech entrepreneur
2288,internet freedom activist
2289,author
2290,choreographer
2290,educator
2291,nanobiotechnologist
2292,neuroscientist
2292,philosopher
2293,anthropologist
2293,expert on love
2294,biologist
2294,community science advocate
2295,immigration scholar
2296,biologist
2296,electrical engineer
2297,author
2297,entrepreneur
2298,actor
2298,writer
2299,linguist
2300,writer
2300,activist
2301,global author
2302,creative arts therapist
2303,organizational change expert
2304,artistic director
2305,trust researcher
2306,bioelectronics innovator﻿
2307,techno-sociologist
2308,peace activist
2309,electoral consultant
2310,transportation geek
2311,political theorist
2312,painter
2313,entrepreneur
2314,musical explorers
2315,artist
2315,activist
2316,privacy researcher
2316,activist
2317,educator
2318,data activist
2319,business romantic
2320,musician
2320,blogger
2321,change catalyst
2322,physician
2323,social psychologist
2324,technologist
2325,psychologist
2326,civil rights advocate
2327,blockchain entrepreneur
2327,researcher
2328,writer
2329,educator
2329,author
2330,logician
2330,mathematician
2330,computer scientist
2331,broadcast personality
2331,politician
2331,author
2332,futurist
2333,social psychologist
2334,energy scholar
2335,writer
2335,activist
2336,social geographer
2337,urban planner
2337,designer
2337,author
2338,digital storyteller
2339,transgender activist
2340,rocket scientist
2340,explorer
2341,author
2341,blogger
2341,entrepreneur
2342,wellness specialist
2343,bioethicist
2344,cancer researcher
2345,digital visionary
2346,neuroscientist
2346,writer
2346,entrepreneur
2347,educator
2348,author
2349,economist
2350,writer
2350,educator
2351,astrophysicist
2352,rabbi
2353,experimental particle physicist
2354,organizational psychologist
2355,nuclear reformer
2356,food entrepreneur
2357,sex researcher
2358,writer
2359,materials scientist
2360,software pioneer
2361,developmental
2361,regeneration biologist
2362,writer
2362,activist
2363,filmmaker
2364,actor
2364,activist
2365,artist
2366,social psychologist
2367,biologist
2368,architect
2369,cybercrime fighter
2370,filmmaker
2371,inventor
2371,student scientist
2372,satellite archaeologist
2372,ted prize winner
2373,data visualisation editor
2374,learning expert
2375,activist
2376,spacecraft operations engineer
2377,designer
2377,futurist
2378,writer
2379,cancer fighter
2380,urban planner
2381,humanitarian psychologist
2382,writer
2382,activist
2383,guitar duo
2384,communications researcher
2385,journalist
2386,legal activist
2387,scientist
2387,philosopher
2388,historian
2389,cultural theorist
2390,roboticist
2391,public sector researcher
2392,media researcher
2393,designer
2393,artist
2394,entrepreneur
2395,entrepreneur
2396,pediatric psychologist
2397,singer
2397,songwriter
2397,actress
2398,writer
2398,radio host
2398,comedian
2399,writer
2399,activist
2400,author
2401,theater director
2401,producer
2402,poet of code
2403,writer
2404,progressive mortician
2405,asteroid hunter
2406,journalist
2406,author
2407,literary scholar
2408,musical explorers
2409,filmmaker
2410,pediatric icu doctor
2411,social innovator
2412,physician
2412,global health policy analyst
2413,policy advisor
2414,data journalist
2415,youth inventor
2416,lactation researcher
2417,drug policy expert
2418,epigeneticist
2419,percussion ensemble
2420,poet
2421,pricing consultant
2422,tv journalist
2422,women's empowerment advocate
2423,imaging scientist
2424,information security specialist 
2425,public health sociologist
2426,information designer
2427,futurist
2428,bioethicist
2428,lawyer
2429,first aid instructor
2430,women's health advocate
2431,novelist
2432,architect
2433,astronomer
2434,video game designer
2435,physician
2436,financial literacy advocate
2437,journalist
2438,environmental engineer
2439,bishop of rome
2440,athlete
2441,neuroscientist
2441,novelist
2442,serial entrepreneur
2443,historian
2444,cyberspace analyst
2445,entrepreneur
2446,education entrepreneur
2447,photographic ethnographer
2448,neuroscientist
2448,primatologist
2448,writer
2449,musician
2449,poet
2450,oceanographer
2451,actor
2451,producer
2451,activist
2452,ai expert
2453,caregiver
2454,policy entrepreneur
2454,climate expert
2454,author
2455,sleep researcher
2456,health activist
2457,historian
2458,mental health advocate
2459,attorney
2459,public-interest activist
2460,molecular biologist
2461,band
2462,chemical oceanographer
2463,grandmaster
2463,analyst
2464,human justice advocate
2465,physician
2466,musician
2467,designer
2467,critic
2468,philosopher
2469,architecture critic
2470,autism advocate
2471,neuroscientist
2472,novelist
2472,essayist
2473,investor
2473,human guinea pig
2473,author
2474,"founder, gravity"
2475,inventor
2475,designer
2475,death care advocate
2476,citizen biomedical researcher
2477,band
2478,"president, world bank group"
2479,futurist
2479,designer
2480,refugee advocate
2481,writer
2481,educator
2482,storyteller
2483,refugee activist
2484,physicist
2484,inventor
2485,religious leader
2486,journalist
2486,news anchor
2487,geoscientist
2488,psychologist
2489,climate scientist
2490,cognitive neuroscientist
2491,technology ethnographer
2492,constitutional law scholar
2493,business executive
2493,entrepreneur
2494,architect
2495,geneticist
2496,design thinker
2497,physiologist
2498,coral reef biologist
2499,roboticist
2500,artist
2501,writer
2501,peace advocate
2502,art editor
2503,computer scientist
2504,ai product designer
2505,cognitive neuroscientist
2506,author
2506,activist
2507,science writer
2508,movement artist
2509,microbiologist
2509,inventor
2509,strategist
2510,artist
2510,filmmaker
2511,tech podcaster
2512,clinical professor of law
2513,musician
2513,entrepreneur
2514,urban designer
2515,mayor of albuquerque
2516,developmental psychologist
2517,student
2517,musician
2518,mathematician
2518,data scientist
2519,computational social scientist
2520,poet
2520,author
2521,futurist
2521,social scientist
2522,chemical biologist
2523,artist
2523,musician
2523,lawyer
2523,activist
2524,entrepreneur
2525,filmmaker
2525,writer
2526,child protection leader
2526,activist
2526,author
2527,ai expert
2528,surveillance
2528,cybersecurity counsel
2529,digital archaeologist
2530,sociologist
2530,human rights activist
2531,artist
2532,policy researcher
2533,hedge fund chair
2534,artist
2535,author
2536,writer
2536,activist
2537,marketing leader
2538,author
2539,economist
2540,chef
2541,border specialist
2542,physicist
2543,artist
2544,genomics researcher
2545,historian
2545,philosopher
2546,journalist
2547,astrobiologist
2548, robotics engineer
2549,public intellectual
2550,game designer
